"Attempt.ID","Location.ID","Latitude","Longitude","Subnational.Code","Substrate.Relationship","Substrate","Substrate.Other.Description","Height.m","Cavity.Entrance.Diameter.cm","Entrance.Orientation","Elevation.m","Habitat.1m","Habitat.100m","Location.Entry.Technique","Observer.ID","Species.Code","Species.Name","Year","Predator.Guard","Predator.Guard.Other","First.Lay.Date","First.Lay.Date.Estimated","Visited.During.Egg.Laying","Hatch.Date","Hatch.Date.Estimated","Fledge.Date","Fledge.Date.Estimated","Young.Fledged","Clutch.Size","Young.Total","Unhatched.Eggs","Outcome","Attempt.Entry.Technique"
"A1351091","L9359371",51.707922,-106.47506,"CA-SK","on","buildi","",2.4384,NA,"",557.784,"ry","ag","/GOOGLE_MAP/ZOOM:19","obsr910476","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1351244","L9364703",39.4240456,-77.91362,"US-WV","under","other","",3.6576,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr1312371","amerob","American Robin",2019,"","","2019-05-09",1,NA,"2019-05-23",1,"",1,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.2"
"A1348216","L9264326",38.540403,-75.092,"US-DE","in","ltrbra","",NA,NA,"",0,"","","NestWatch Mobile App v1.3.0","obsr314765","amerob","American Robin",2019,"","","2019-05-17",1,NA,"",1,"",1,0,3,0,2,"f6","NestWatch Mobile App v1.3.0"
"A1358842","L9646848",43.406287,-88.222766,"US-WI","on","ltrbra","",1.3716,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:12","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,0,4,0,4,"f6","NestWatch Web 2.0.2"
"A1359469","L9675438",39.362653,-76.690665,"US-MD","in","ltrbra","",7.62,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:21","obsr1417276","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.2"
"A1351375","L9367350",36.09034,-86.858475,"US-TN","on","ltrbra","",3.9624,NA,"",NA,"ry","for","latlong","obsr1134986","amerob","American Robin",2019,"","","",NA,NA,"",NA,"2019-06-19",0,1,NA,1,NA,"s1","NestWatch Web 2.0.2"
"A1351595","L9319836",41.738354,-88.499454,"US-IL","on","ltrbra","",3.6576,NA,"",216.408,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr138824","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f6","NestWatch Web 2.0.2"
"A1341246","L8999038",41.2961311,-80.1537781,"US-PA","in","nesbox","",6,NA,"e",0,"","","NestWatch Mobile App v1.2.5","obsr26929","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u3","NestWatch Mobile App v1.2.5"
"A1359472","L9676327",38.871517,-75.831653,"US-MD","on","buildi","",1.524,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr1311375","amerob","American Robin",2019,"","","2019-07-18",1,0,"2019-07-26",0,"2019-08-09",0,3,3,3,0,"s1","NestWatch Web 2.0.2"
"A1359495","L9678206",39.522089,-104.784593,"US-CO","on","poptow","",3.048,NA,"",1767.84,"ry","ry","latlong","obsr1417559","amerob","American Robin",2019,"no","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1366646","L9745479",38.818159,-120.021686,"US-CA","in","floveg","",3.6576,NA,"",1950.72,"ry","for","geocode","obsr1424839","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1366452","L5782675",43.6433484,-72.4102516,"US-VT","on","other","Old AMRO nest on top of a coiled up hose near a captive EASO/AMKE enclosure.",1.9812,NA,"",176.784,"park","for","/GOOGLE_MAP/ZOOM:19","obsr279534","amerob","American Robin",2019,"","","2019-07-29",1,0,"2019-08-11",1,"2019-08-26",1,3,3,3,0,"s1","NestWatch Web 2.0.2"
"A1366472","L9730106",42.6003342,-76.5647659,"US-NY","in","ltrbra","",1.2192,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr17738","amerob","American Robin",2019,"","","2019-07-31",1,NA,"",1,"",1,0,3,0,3,"f6","NestWatch Mobile App v1.3.2"
"A1367517","L9811105",45.484126,-122.85718,"US-OR","in","busshr","",NA,NA,"",76.2,"ry","","geocode","obsr1308269","amerob","American Robin",2019,"","","2019-07-24",1,1,"2019-08-07",1,"2019-08-19",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1351469","L2424760",45.1042977,-93.2768397,"US-MN","on","buildi","",2.4384,NA,"",252.984,"ry","ry","/GOOGLE_MAP/ZOOM:unknown","obsr5446","amerob","American Robin",2019,"","","2019-05-03",1,NA,"",1,"",1,0,4,0,4,"f2","NestWatch Mobile App v1.3.0"
"A1352903","L9415821",38.562365,-90.387954,"US-MO","on","poptow","",1.524,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:17","obsr1386729","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1354835","L9469779",53.405132,-113.575134,"CA-AB","on","poptow","",3.048,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr1393354","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,3,3,3,NA,"f3","NestWatch Mobile App v1.3.2"
"A1351873","L9379008",47.500182,-109.196821,"US-MT","on","ltrbra","",1.524,NA,"",NA,"ry","","/GOOGLE_MAP/ZOOM:16","obsr1276354","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.2"
"A1369092","L6281228",48.739415,-118.155434,"US-WA","in","buildi","",1.524,NA,"",594.36,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr113012","amerob","American Robin",2019,"","","2019-06-15",0,1,"2019-06-30",0,"2019-07-12",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1353330","L9427927",41.838034,-103.666599,"US-NE","on","other","On the top of a wreath by the front door.",NA,NA,"",1219.2,"ry","","/GOOGLE_MAP/ZOOM:17","obsr1388324","amerob","American Robin",2019,"","","2019-06-25",0,1,"2019-07-09",0,"",NA,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1343611","L9088298",40.528969,-77.918025,"US-PA","on","ltrbra","",20,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr1069788","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u2","NestWatch Mobile App v1.2.5"
"A1355060","L9483203",35.795605,-78.632164,"US-NC","on","buildi","",3.048,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr181149","amerob","American Robin",2019,"","","2019-06-01",1,NA,"2019-06-15",1,"2019-06-28",0,3,NA,3,NA,"s1","NestWatch Mobile App v1.3.2"
"A1342957","L9019392",34.812246,-92.514683,"US-AR","in","busshr","",1.524,NA,"",121.92,"ry","ry","latlong","obsr1319684","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,0,4,0,4,"u1","NestWatch Mobile App v1.2.5"
"A1350202","L9328789",39.5466249,-119.8241366,"US-NV","on","ltrbra","",15,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr651794","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Mobile App v1.2.5"
"A1355814","L9217034",43.402375,-88.22292,"US-WI","on","ltrbra","",1.0668,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:17","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"",NA,"2019-07-07",1,2,4,4,0,"s1","NestWatch Web 2.0.2"
"A1357363","L9402833",43.401298,-88.226199,"US-WI","on","ltrbra","",1.6764,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:12","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"2019-07-14",1,"2019-07-26",1,1,3,3,0,"s1","NestWatch Web 2.0.2"
"A1351340","L9366599",47.638073,-79.827963,"CA-ON","on","other","on a grain wagon",1,NA,"",NA,"for","for","latlong","obsr985586","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,4,NA,NA,"u1","NestWatch Web 2.0.2"
"A1357127","L9567613",35.930696,-84.109262,"US-TN","under","poptow","",2.1336,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr1405652","amerob","American Robin",2019,"no","","",1,0,"2019-06-29",1,"2019-07-07",1,3,3,3,0,"s1","NestWatch Web 2.0.2"
"A1348857","L7423064",41.263026,-77.274573,"US-PA","on","buildi","",8,NA,"",0,"","","NestWatch Mobile App v1.2.3","obsr587266","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-05-31",1,4,4,4,0,"s1","NestWatch Mobile App v1.3.0"
"A1344985","L9128342",35.151251,-101.852282,"US-TX","on","ltrbra","",6,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr753100","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,4,4,4,0,"s1","NestWatch Mobile App v1.2.5"
"A1357831","L4566958",43.353555,-76.313248,"US-NY","in","ltrbra","",1.8288,NA,"",NA,"ry","ag","/GOOGLE_MAP/ZOOM:unknown","obsr615155","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"s1","NestWatch Web 2.0.2"
"A1357969","L9608435",43.72296,-116.249255,"US-ID","in","ltrbra","",NA,NA,"",823.8744,"oth","","/GOOGLE_MAP/ZOOM:20","obsr1180900","amerob","American Robin",2019,"","","",NA,0,"2019-04-30",1,"2019-06-09",0,1,4,4,0,"s1","NestWatch Web 2.0.2"
"A1357971","L9608444",43.719364,-116.258029,"US-ID","on","poptow","",NA,NA,"",823.8744,"ry","","/GOOGLE_MAP/ZOOM:20","obsr1180900","amerob","American Robin",2019,"no","","2019-05-12",1,1,"2019-05-24",1,"2019-06-02",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1366464","L9729417",42.629261,-84.5455551,"US-MI","in","other","",NA,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr619796","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"s1","NestWatch Mobile App v1.3.2"
"A1358084","L9615803",43.0988203,-75.9301184,"US-NY","under","buildi","",2.1336,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr24431","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,2,"f6","NestWatch Mobile App v1.3.2"
"A1358605","L9632189",39.044384,-77.4653625,"US-VA","on","other","",NA,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr1311045","amerob","American Robin",2019,"","","2019-06-30",1,NA,"",1,"",1,NA,NA,NA,3,"u1","NestWatch Mobile App v1.3.2"
"A1366788","L9343731",44.533874,-89.560617,"US-WI","on","other","On top of an A/C unit shelf",NA,NA,"",NA,"ry","for","latlong","obsr519671","amerob","American Robin",2019,"","","2019-07-24",1,NA,"2019-08-03",1,"2019-08-15",1,0,0,0,0,"s1","NestWatch Web 2.0.2"
"A1347758","L9245343",42.7716308,-77.1582309,"US-NY","in","buildi","",9,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr1294847","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,0,4,0,1,"f1","NestWatch Mobile App v1.2.5"
"A1347928","L9251156",40.294249,-80.066762,"US-PA","on","ltrbra","",NA,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr747168","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1360458","L3659127",42.5402963,-76.5346677,"US-NY","in","nesbox","",1.6764,4,"w",NA,"for","for","/GOOGLE_MAP/ZOOM:unknown","obsr249803","amerob","American Robin",2019,"cone","","2019-04-21",NA,NA,"",NA,"",NA,3,4,3,1,"s1","NestWatch Web 2.0.2"
"A1359762","L9691385",46.802038,-114.032828,"US-MT","on","buildi","",2.1336,NA,"",1005.84,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr1419099","amerob","American Robin",2019,"","","2019-05-10",1,0,"2019-05-25",0,"2019-06-11",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1352432","L9403248",42.4653664,-76.5249557,"US-NY","on","buildi","",2.1336,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr617416","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.3.2"
"A1346240","L9176395",42.764018,-84.6361922,"US-MI","on","ltrbra","",8,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr607222","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.2.5"
"A1352363","L2832706",46.3652476,-94.1794509,"US-MN","under","buildi","",2.4384,NA,"",371.2007,"ry","ry","/GOOGLE_MAP/ZOOM:unknown","obsr413737","amerob","American Robin",2019,"","","2019-05-12",0,1,"2019-05-26",0,"2019-06-09",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1356709","L9548052",39.914381,-76.615327,"US-PA","in","nesbox","",2.4384,25.4,"s",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1309101","amerob","American Robin",2019,"no","","2019-07-05",1,1,"2019-07-16",1,"2019-07-26",0,2,4,2,NA,"s1","NestWatch Web 2.0.2"
"A1343514","L9081743",42.341679,-83.341568,"US-MI","on","other","",NA,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr1330344","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Mobile App v1.2.5"
"A1352502","L9406712",45.134697,-92.877673,"US-MN","under","buildi","",2.4384,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr1119019","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-06-02",1,4,4,4,0,"s1","NestWatch Mobile App v1.3.2"
"A1352032","L9385719",39.409441,-77.415899,"US-MD","on","buildi","",2.4384,NA,"",96.6216,"ry","ry","/GOOGLE_MAP/ZOOM:17","obsr1314969","amerob","American Robin",2019,"","","2019-05-30",1,NA,"",1,"",1,0,2,0,2,"f6","NestWatch Web 2.0.2"
"A1352065","L7440747",43.066492,-77.072824,"US-NY","in","buildi","",2.1336,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr812448","amerob","American Robin",2019,"","","2019-06-01",1,0,"2019-06-15",1,"2019-06-26",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1356244","L9529757",48.739452,-118.155653,"US-WA","in","buildi","",2.1336,NA,"",594.36,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr113012","amerob","American Robin",2019,"","","2019-04-07",1,0,"2019-04-24",1,"2019-05-08",0,3,4,3,1,"s1","NestWatch Web 2.0.2"
"A1352037","L9386108",40.498128,-77.981354,"US-PA","on","other","Resting on the rafters under the carport roof.",NA,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:19","obsr732541","amerob","American Robin",2019,"","","",NA,0,"2019-06-07",1,"",NA,NA,NA,NA,NA,"f1","NestWatch Web 2.0.2"
"A1356239","L9529575",48.739486,-118.155307,"US-WA","in","busshr","",1.3716,NA,"",594.36,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr113012","amerob","American Robin",2019,"","","2019-05-22",0,1,"2019-06-06",0,"",NA,0,4,4,0,"f2","NestWatch Web 2.0.2"
"A1347616","L9237465",39.546414,-119.8230031,"US-NV","on","ltrbra","",10,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr651794","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Mobile App v1.2.5"
"A1348454","L9269209",44.630584,-88.06359,"US-WI","on","ltrbra","",1.524,NA,"",0,"","","NestWatch Mobile App v1.3.0","obsr1365254","amerob","American Robin",2019,"","","",1,NA,"2019-05-23",1,"",1,0,4,4,0,"f1","NestWatch Mobile App v1.3.0"
"A1356404","L9536922",41.61833,-93.838816,"US-IA","on","ltrbra","",2.4384,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr891826","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,1,3,1,NA,"s1","NestWatch Web 2.0.2"
"A1356813","L9553546",41.948892,-70.654803,"US-MA","on","buildi","",1.2192,NA,"",6.096,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1403530","amerob","American Robin",2019,"","","2019-06-28",0,1,"2019-07-08",0,"2019-07-21",0,3,3,3,0,"s1","NestWatch Web 2.0.2"
"A1343693","L7545147",39.692805,-84.151324,"US-OH","on","buildi","",2.4384,NA,"",311.8104,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr413310","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,1,NA,NA,"u1","NestWatch Mobile App v1.2.5"
"A1355922","L9514235",43.227333,-70.800202,"US-ME","in","busshr","",1.524,NA,"",152.4,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr110648","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1357693","L9593048",47.23861,-122.786461,"US-WA","in","ltrbra","",1.5,NA,"",0,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1353794","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,0,0,0,0,"u3","NestWatch Web 2.0.2"
"A1344247","L9107895",40.466725,-79.943628,"US-PA","on","buildi","",7,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr551422","amerob","American Robin",2019,"","","2019-04-18",0,NA,"2019-05-01",0,"2019-05-15",0,5,5,5,0,"s1","NestWatch Mobile App v1.2.5"
"A1356242","L7659671",48.739014,-118.155667,"US-WA","in","buildi","",1.9812,NA,"",594.36,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr113012","amerob","American Robin",2019,"","","2019-04-25",1,0,"2019-05-10",1,"2019-05-24",0,2,4,2,2,"s1","NestWatch Web 2.0.2"
"A1345920","L9163142",39.5460503,-119.8236109,"US-NV","on","ltrbra","",10,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr651794","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Mobile App v1.2.5"
"A1358725","L9640386",45.218352,-72.814291,"CA-QC","on","buildi","",3.3528,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr429933","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-07-31",0,2,3,3,NA,"s1","NestWatch Mobile App v1.3.2"
"A1345130","L9135497",38.498411,-78.035654,"US-VA","under","buildi","",5,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr303570","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"f2","NestWatch Mobile App v1.2.5"
"A1350686","L9343731",44.533874,-89.560617,"US-WI","on","other","On top of an A/C unit shelf",NA,NA,"",NA,"ry","for","latlong","obsr519671","amerob","American Robin",2019,"","","2019-05-26",1,NA,"2019-06-06",1,"2019-06-21",0,NA,NA,NA,NA,"s1","NestWatch Web 2.0.2"
"A1359849","L9694406",50.4133568,-95.6671371,"CA-MB","in","ssdtcv","",1.2192,NA,"e",0,"","","NestWatch Mobile App v1.3.2","obsr903051","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.2"
"A1350462","L9337616",42.16634,-87.876925,"US-IL","on","other","Flowerbox on balcony railing",4.572,NA,"",210.0072,"ry","ry","/GOOGLE_MAP/ZOOM:15","obsr1375571","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1341803","L9017912",41.2962227,-80.1545563,"US-PA","in","ltrbra","",6,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr26929","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.2.5"
"A1352325","L5682282",41.1536922,-77.4153187,"US-PA","in","busshr","",1.3716,NA,"",173.736,"ry","ry","latlong","obsr302725","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1353540","L9438270",35.934784,-83.679097,"US-TN","in","ltrbra","",3.6576,NA,"",324.612,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr944722","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.2"
"A1355834","L9509349",43.763396,-72.489523,"US-VT","on","ltrbra","",2.4384,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr1398167","amerob","American Robin",2019,"","","2019-06-09",0,1,"2019-06-23",1,"",NA,NA,2,2,0,"f2","NestWatch Web 2.0.2"
"A1353454","L9435964",40.445033,-80.749716,"US-OH","in","ltrbra","",1.8288,NA,"",378.8664,"ry","ry","latlong","obsr525392","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1350546","L9339844",42.660068,-89.038243,"US-WI","on","buildi","",2.1336,NA,"",270.3576,"","","NestWatch Mobile App v1.3.0","obsr264917","amerob","American Robin",2019,"","","2019-05-17",1,NA,"2019-05-27",1,"2019-06-12",1,NA,NA,NA,NA,"s1","NestWatch Mobile App v1.3.0"
"A1379871","L10647983",33.50341,-86.799684,"US-AL","in","ltrbra","",5.4864,NA,"",213.36,"campus","campus","/GOOGLE_MAP/ZOOM:17","obsr60481","amerob","American Robin",2019,"","","",NA,NA,"2019-11-24",1,"2019-12-08",0,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.2"
"A1379685","L10635602",42.300513,-71.695215,"US-MA","on","ltrbra","",2.4384,NA,"",181.9961,"for","park","/GOOGLE_MAP/ZOOM:21","obsr1534339","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1379914","L10647987",33.503535,-86.799619,"US-AL","in","ltrbra","",4.572,NA,"",213.36,"campus","campus","/GOOGLE_MAP/ZOOM:17","obsr60481","amerob","American Robin",2019,"","","",NA,NA,"2019-12-27",0,"2020-01-10",0,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.2"
"A1378666","L10459028",34.806608,-92.489961,"US-AR","in","ltrbra","",3.048,NA,"",109.728,"ry","ry","latlong","obsr1517863","amerob","American Robin",2019,"","","2020-01-06",1,0,"",NA,"",NA,NA,3,NA,3,"f6","NestWatch Web 2.0.2"
"A1359763","L9691385",46.802038,-114.032828,"US-MT","on","buildi","",2.1336,NA,"",1005.84,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr1419099","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Web 2.0.2"
"A1339331","L8917050",35.732608,-83.856047,"US-TN","in","ltrbra","",1.2192,NA,"",329,"for","oth","/GOOGLE_MAP/ZOOM:19","obsr348694","amerob","American Robin",2019,"","","2019-03-21",1,NA,"",1,"",1,NA,3,NA,3,"f2","NestWatch Web 2.0.1"
"A1338570","L8880994",35.148809,-90.011804,"US-TN","on","buildi","",103.0224,NA,"",103.0224,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1253566","amerob","American Robin",2019,"","","2019-03-19",1,NA,"2019-04-04",1,"2019-04-14",0,2,3,3,0,"s1","NestWatch Web 2.0.1"
"A1348521","L9271091",42.323758,-83.234713,"US-MI","under","poptow","",1.524,NA,"",243.84,"campus","campus","/GOOGLE_MAP/ZOOM:17","obsr660113","amerob","American Robin",2019,"no","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1349324","L9302844",41.141038,-80.454384,"US-PA","in","busshr","",1.8288,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:21","obsr199360","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1349802","L9318236",42.292579,-85.636357,"US-MI","on","buildi","",1.2192,NA,"",NA,"for","ry","/GOOGLE_MAP/ZOOM:19","obsr495658","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1343357","L9073892",39.017295,-94.708415,"US-KS","on","ltrbra","",3.048,NA,"",298.704,"ry","ry","geocode","obsr347683","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1348031","L9255536",42.864809,-86.002048,"US-MI","in","ltrbra","",0.9144,NA,"",198.12,"grass","fw","/GOOGLE_MAP/ZOOM:20","obsr457435","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1341320","L9002060",35.692602,-84.254898,"US-TN","in","busshr","",2.1336,NA,"",335.8896,"ry","golf","latlong","obsr899224","amerob","American Robin",2019,"","","2019-04-13",1,1,"2019-04-25",1,"",NA,0,3,2,1,"f3","NestWatch Web 2.0.1"
"A1342505","L9048411",38.992737,-76.950958,"US-MD","on","busshr","",0.9144,NA,"",21,"fw","road","/GOOGLE_MAP/ZOOM:17","obsr400489","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
"A1347870","L9247091",42.852824,-71.526607,"US-NH","in","busshr","",NA,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr408741","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"f2","NestWatch Web 2.0.1"
"A1346565","L9202361",44.82986,-93.402586,"US-MN","on","buildi","",2.1336,NA,"",292.608,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr664400","amerob","American Robin",2019,"","","2019-04-30",1,NA,"2019-05-18",1,"2019-06-02",1,3,4,4,0,"s1","NestWatch Web 2.0.1"
"A1342630","L9052495",42.045314,-76.795318,"US-NY","in","buildi","",3.048,NA,"",324.0024,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr234418","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1345010","L9073892",39.017295,-94.708415,"US-KS","on","ltrbra","",3.048,NA,"",298.704,"ry","ry","geocode","obsr347683","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
"A1348977","L9284268",39.653179,-76.044126,"US-MD","under","buildi","",3.048,NA,"",118.872,"ry","ag","geocode","obsr857528","amerob","American Robin",2019,"","","2019-05-04",1,1,"2019-05-14",0,"2019-05-30",1,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1346917","L9217034",43.402375,-88.22292,"US-WI","on","ltrbra","",1.0668,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:17","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,0,4,0,4,"f6","NestWatch Web 2.0.1"
"A1347651","L9140838",41.039438,-83.684579,"US-OH","on","other","On top of gutter downspout.",2.7432,NA,"",240.4872,"ry","","geocode","obsr1322722","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1350021","L9325669",38.7183,-104.682962,"US-CO","on","buildi","",1.8288,NA,"",1690.116,"ry","park","geocode","obsr1373873","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
